Year,Period of coverage,Breakdown,Level,Level description,Condition,General population mortality rate,Mental health DSR,Mental health lower CI,Mental health upper CI,Indicator value,SMR lower CI,SMR upper CI,MH deaths (numerator MH mortality rate and SMR),Expected (denominator SMR),MH population (denominator MH mortality rate),General population deaths,General population
2011/12,Deaths: 1/4/2011 to 31/3/2012; In contact with secondary mental health services: 1/4/2009 to 31/3/2012,Condition,Cancer,,Cancer,164.3,270,261.7,278.5,163.6,158.7,168.7,"4,108","2,510.50","1,798,725","61,826","37,628,900"
2011/12,Deaths: 1/4/2011 to 31/3/2012; In contact with secondary mental health services: 1/4/2009 to 31/3/2012,Condition,Cardiovascular disease,,Cardiovascular disease,88.1,269.6,261.3,278,305.8,296.5,315.2,"4,127","1,349.70","1,798,725","33,138","37,628,900"
2011/12,Deaths: 1/4/2011 to 31/3/2012; In contact with secondary mental health services: 1/4/2009 to 31/3/2012,Condition,Liver disease,,Liver disease,21.4,100.3,95.4,105.3,486,462.9,509.9,"1,667",343,"1,798,725","8,042","37,628,900"
2011/12,Deaths: 1/4/2011 to 31/3/2012; In contact with secondary mental health services: 1/4/2009 to 31/3/2012,Condition,Respiratory disease,,Respiratory disease,34.8,155.6,149.3,162.1,442.2,424.5,460.4,"2,352",531.9,"1,798,725","13,108","37,628,900"
2010/11,Deaths: 1/4/2010 to 31/3/2011; In contact with secondary mental health services: 1/4/2008 to 31/3/2011,Condition,Cancer,,Cancer,165.6,266.9,258.3,275.8,161,155.9,166.3,"3,697","2,296.00","1,655,667","61,743","37,289,900"
2010/11,Deaths: 1/4/2010 to 31/3/2011; In contact with secondary mental health services: 1/4/2008 to 31/3/2011,Condition,Cardiovascular disease,,Cardiovascular disease,97.2,299.9,290.8,309.3,308.5,299.2,318,"4,158","1,348.00","1,655,667","36,253","37,289,900"
2010/11,Deaths: 1/4/2010 to 31/3/2011; In contact with secondary mental health services: 1/4/2008 to 31/3/2011,Condition,Liver disease,,Liver disease,21.3,103.1,98,108.4,498.6,474.3,523.8,"1,580",316.9,"1,655,667","7,960","37,289,900"
2010/11,Deaths: 1/4/2010 to 31/3/2011; In contact with secondary mental health services: 1/4/2008 to 31/3/2011,Condition,Respiratory disease,,Respiratory disease,38.6,168.2,161.4,175.3,435,417.5,453.1,"2,329",535.4,"1,655,667","14,412","37,289,900"
2009/10,Deaths: 1/4/2009 to 31/3/2010; In contact with secondary mental health services: 1/4/2007 to 31/3/2010,Condition,Cancer,,Cancer,166.6,257.9,249.3,266.7,154,148.9,159.2,"3,485","2,263.20","1,631,002","61,569","36,952,300"
2009/10,Deaths: 1/4/2009 to 31/3/2010; In contact with secondary mental health services: 1/4/2007 to 31/3/2010,Condition,Cardiovascular disease,,Cardiovascular disease,100.6,315.3,305.8,325,313,303.7,322.5,"4,276","1,366.20","1,631,002","37,166","36,952,300"
2009/10,Deaths: 1/4/2009 to 31/3/2010; In contact with secondary mental health services: 1/4/2007 to 31/3/2010,Condition,Liver disease,,Liver disease,21,90.2,85.4,95.2,452,428.6,476.5,"1,386",306.6,"1,631,002","7,776","36,952,300"
2009/10,Deaths: 1/4/2009 to 31/3/2010; In contact with secondary mental health services: 1/4/2007 to 31/3/2010,Condition,Respiratory disease,,Respiratory disease,35.7,150,143.4,156.7,420.2,402.2,438.9,"2,034",484,"1,631,002","13,205","36,952,300"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E09000002,Barking and Dagenham,All,371.7,938.4,700.5,"1,230.50",342.6,256.6,448.1,53,15.5,"5,031",481,"129,400"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E09000003,Barnet,All,237.4,870.5,712.9,"1,052.20",267.8,219.9,323,109,40.7,"12,679",622,"262,000"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E08000016,Barnsley,All,475.5,"1,429.00","1,213.80","1,670.90",347.2,295.8,404.9,162,46.7,"13,301",804,"169,100"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E06000022,Bath and North East Somerset,All,300.1,"1,591.10","1,192.90","2,077.20",426.6,322.2,554,56,13.1,"4,287",393,"130,900"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E06000055,Bedford,All,379.9,936.7,726.8,"1,187.60",246.4,192.1,311.3,70,28.4,"7,892",431,"113,500"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E09000004,Bexley,All,332.2,"1,310.90","1,039.50","1,630.20",360,287.1,445.7,84,23.3,"6,863",547,"164,700"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E08000025,Birmingham,All,409.4,"1,530.10","1,416.00","1,650.80",487,451,525.1,676,138.8,"44,940","3,065","748,700"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E06000008,Blackburn with Darwen,All,486.1,"1,134.30",902.4,"1,405.50",347.1,279.1,426.6,90,25.9,"9,543",484,"99,600"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E06000009,Blackpool,All,699.6,"2,164.90","1,791.60","2,590.80",525.3,437.9,624.9,127,24.2,"6,754",690,"98,600"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E08000001,Bolton,All,485.3,"1,738.90","1,460.90","2,053.50",451.6,380.9,531.7,144,31.9,"8,926",944,"194,500"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E06000028,Bournemouth,All,388.8,"1,387.90","1,116.80","1,703.80",387.6,313.6,473.9,95,24.5,"7,819",543,"139,600"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E06000036,Bracknell Forest,All,251.7,"1,120.90",756.7,"1,595.30",315.7,216,445.7,32,10.1,"3,418",209,"83,000"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E08000032,Bradford,All,434.6,"1,501.10","1,319.20","1,701.00",426.3,375.2,482.4,251,58.9,"17,051","1,538","353,900"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E09000005,Brent,All,284.5,"1,104.50",913.4,"1,323.20",388.9,322.7,464.7,121,31.1,"9,350",655,"230,200"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E06000043,Brighton and Hove,All,295.9,940.3,766.8,"1,140.80",315,257.6,381.3,105,33.3,"11,743",627,"211,900"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E06000023,"Bristol, City of",All,339,"1,251.90","1,058.80","1,469.50",417.7,354.4,489.2,154,36.9,"12,951","1,093","322,400"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E09000006,Bromley,All,306.1,"1,403.20","1,162.00","1,679.00",365.6,303.9,436.3,123,33.6,"10,002",681,"222,500"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E10000002,Buckinghamshire,All,313.8,"1,431.90","1,207.90","1,684.50",351.1,297.6,411.3,153,43.6,"12,715","1,128","359,400"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E08000002,Bury,All,466.2,"1,330.40","1,113.40","1,576.00",328.4,276.8,386.9,143,43.5,"15,020",609,"130,600"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E08000033,Calderdale,All,441.6,"1,465.50","1,164.80","1,819.00",352.5,281.6,435.9,85,24.1,"6,804",644,"145,800"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E10000003,Cambridgeshire,All,331.3,"1,364.80","1,208.00","1,535.90",349,310,391.6,290,83.1,"28,502","1,514","457,000"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E09000007,Camden,All,233,824.1,676.9,993.1,301,248.5,361.3,115,38.2,"12,872",416,"178,500"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E06000056,Central Bedfordshire,All,330.2,998.2,787.2,"1,247.40",244.3,193.7,304,80,32.7,"8,809",630,"190,800"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E06000049,Cheshire East,All,406.3,"1,958.00","1,665.60","2,286.00",421.7,360.4,490.6,168,39.8,"9,552","1,066","262,300"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E06000050,Cheshire West and Chester,All,404.9,"2,074.10","1,760.90","2,425.90",486.3,414.5,567,163,33.5,"8,019",954,"235,600"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E09000001,City of London,All,*,*,*,*,*,*,*,*,*,*,*,"6,600"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E06000052,Cornwall,All,468.4,"2,108.90","1,867.80","2,371.90",432.2,383.9,484.9,290,67.1,"16,519","1,798","383,900"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E06000047,County Durham,All,501.3,"1,925.20","1,721.10","2,146.40",451.7,404.9,502.5,339,75,"20,215","1,870","373,000"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E08000026,Coventry,All,375.8,"1,293.30","1,107.00","1,501.60",406.3,348.6,470.7,177,43.6,"14,352",903,"240,300"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E09000008,Croydon,All,319.9,"1,336.80","1,129.30","1,570.80",398.3,337.7,466.7,153,38.4,"11,120",835,"261,000"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E10000006,Cumbria,All,464.7,"2,027.10","1,806.50","2,266.70",427.2,381.8,476.6,321,75.1,"19,111","1,644","353,800"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E06000005,Darlington,All,461.1,"1,879.60","1,449.60","2,394.10",444.5,345.9,562.6,69,15.5,"4,324",338,"73,300"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E06000015,Derby,All,397.6,"1,121.70",906.7,"1,372.00",310.5,251.5,379.2,96,30.9,"8,840",694,"174,500"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E10000007,Derbyshire,All,453.5,"1,452.30","1,306.30","1,610.00",332.2,299.5,367.4,378,113.8,"32,655","2,523","556,400"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E10000008,Devon,All,409.8,"1,567.40","1,405.60","1,742.30",329.9,297,365.5,366,110.9,"31,732","2,201","537,100"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E08000017,Doncaster,All,499.9,"1,616.90","1,367.40","1,898.00",400.8,340.2,469.1,155,38.7,"9,864","1,069","213,800"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E10000009,Dorset,All,413,"1,786.70","1,525.60","2,079.00",335.5,287.5,389.2,174,51.9,"13,535","1,182","286,200"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E08000027,Dudley,All,463.3,"1,805.10","1,498.50","2,154.60",430.1,359,511,129,30,"9,475","1,015","219,100"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E09000009,Ealing,All,290.8,964.3,796.5,"1,156.30",326.9,271.2,390.6,121,37,"10,670",708,"243,400"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E06000011,East Riding of Yorkshire,All,457.1,"1,306.10","1,102.00","1,535.80",266.1,226.3,311,158,59.4,"18,678","1,089","238,300"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E10000011,East Sussex,All,423.4,"1,627.30","1,426.60","1,847.70",328.3,289,371.4,252,76.8,"22,008","1,569","370,500"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E09000010,Enfield,All,291.1,833.8,667.5,"1,028.50",254.8,204.7,313.6,89,34.9,"10,701",649,"222,900"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E10000012,Essex,All,389,"1,250.60","1,141.30","1,367.40",294.5,269.2,321.6,496,168.4,"44,989","3,892","1,000,600"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E08000037,Gateshead,All,483.7,"1,606.70","1,323.70","1,931.60",397.3,328.3,476.5,116,29.2,"7,755",690,"142,700"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E10000013,Gloucestershire,All,382,"1,447.00","1,278.70","1,631.00",335.4,297.1,377.3,277,82.6,"24,435","1,645","430,700"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E09000011,Greenwich,All,304.2,"1,106.20",917.2,"1,322.20",394.4,327.8,470.6,123,31.2,"10,836",582,"191,300"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E09000012,Hackney,All,219.3,630.7,509.5,771.6,281.2,228.3,342.6,98,34.9,"13,648",427,"194,700"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E06000006,Halton,All,526.8,"1,804.90","1,438.40","2,234.90",447.7,358.6,552.3,87,19.4,"5,486",471,"89,400"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E09000013,Hammersmith and Fulham,All,249.4,638.2,476.1,836.9,250.1,187.9,326.4,54,21.6,"6,803",341,"136,700"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E10000014,Hampshire,All,357.4,"1,648.70","1,510.60","1,795.80",378.2,347.2,411.1,551,145.7,"38,656","3,354","938,500"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E09000014,Haringey,All,251.9,949.8,780.1,"1,145.00",355.8,293.2,427.7,113,31.8,"11,429",496,"196,900"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E09000015,Harrow,All,257.1,909.6,705,"1,154.50",254.2,197.7,321.6,69,27.1,"7,458",442,"171,900"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E06000001,Hartlepool,All,570.4,"2,199.70","1,696.30","2,803.00",544,422.5,689.7,68,12.5,"3,521",368,"64,500"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E09000016,Havering,All,346.1,909.5,664.7,"1,213.80",238.1,174.9,316.6,47,19.7,"5,074",589,"170,200"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E06000019,"Herefordshire, County of",All,414.8,"1,158.20",880.6,"1,492.60",247.6,190.7,316.2,64,25.8,"7,532",545,"131,400"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E10000015,Hertfordshire,All,319.6,"1,361.20","1,215.20","1,519.60",361,322.9,402.4,326,90.3,"25,573","2,559","800,700"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E09000017,Hillingdon,All,282.3,"1,400.90","1,178.90","1,652.30",438.8,369.9,516.9,143,32.6,"10,179",579,"205,100"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E09000018,Hounslow,All,265.7,799.7,614.1,"1,022.80",264.3,204.4,336.2,66,25,"7,690",507,"190,800"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E06000046,Isle of Wight,All,482.8,857.2,705.7,"1,030.90",164.8,136.3,197.5,117,71,"14,081",469,"97,100"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E06000053,Isles of Scilly,All,*,*,*,*,*,*,*,*,*,*,*,"1,600"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E09000019,Islington,All,240.1,794,642.9,969.1,334.5,272.8,406.1,102,30.5,"10,893",416,"173,300"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E09000020,Kensington and Chelsea,All,228.9,870,635.1,"1,161.40",256.2,188.9,339.7,48,18.7,"5,361",273,"119,200"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E10000016,Kent,All,395.8,"1,432.10","1,324.00","1,546.50",335.2,310.3,361.5,671,200.2,"52,992","4,151","1,048,700"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E06000010,"Kingston upon Hull, City of",All,521.5,"1,124.90",967.3,"1,300.20",330.3,285.5,380,195,59,"24,028",963,"184,600"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E09000021,Kingston upon Thames,All,269,"1,247.20",932.5,"1,632.60",383.2,287.8,499.9,54,14.1,"4,145",330,"122,700"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E08000034,Kirklees,All,388.4,"1,315.80","1,125.30","1,528.90",338.2,290,392.2,175,51.7,"15,061","1,170","301,200"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E08000011,Knowsley,All,573.8,"1,601.40","1,311.70","1,934.80",422.1,347.6,507.9,112,26.5,"7,817",588,"102,500"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E09000022,Lambeth,All,257.1,821.7,680,983.3,353.8,295.1,420.6,128,36.2,"11,970",629,"244,700"
2014/15,Deaths: 1/4/2014 to 31/3/2015; In contact with secondary mental health services: 1/4/2012 to 31/3/2015,Upper tier local authority,E10000017,Lancashire,All,472.8,"1,245.20","1,150.70","1,345.20",295.7,274.2,318.4,701,237.1,"78,523","3,952","835,900"
